2025-04-03 16:00:29,217 - DEBUG - Logging initialized. Log file: milivault_logs\2025-04-03_16-00-29.log
2025-04-03 16:00:31,439 - INFO - SETTINGS MANAGER: Changed directory to C:/Users/keena/Desktop/Milivault/scraper
2025-04-03 16:00:36,790 - INFO - Connection pool initialized successfully.
2025-04-03 16:00:36,791 - DEBUG - Changing event name from creating-client-class.iot-data to creating-client-class.iot-data-plane
2025-04-03 16:00:36,793 - DEBUG - Changing event name from before-call.apigateway to before-call.api-gateway
2025-04-03 16:00:36,794 - DEBUG - Changing event name from request-created.machinelearning.Predict to request-created.machine-learning.Predict
2025-04-03 16:00:36,795 - DEBUG - Changing event name from before-parameter-build.autoscaling.CreateLaunchConfiguration to before-parameter-build.auto-scaling.CreateLaunchConfiguration
2025-04-03 16:00:36,796 - DEBUG - Changing event name from before-parameter-build.route53 to before-parameter-build.route-53
2025-04-03 16:00:36,796 - DEBUG - Changing event name from request-created.cloudsearchdomain.Search to request-created.cloudsearch-domain.Search
2025-04-03 16:00:36,797 - DEBUG - Changing event name from docs.*.autoscaling.CreateLaunchConfiguration.complete-section to docs.*.auto-scaling.CreateLaunchConfiguration.complete-section
2025-04-03 16:00:36,799 - DEBUG - Changing event name from before-parameter-build.logs.CreateExportTask to before-parameter-build.cloudwatch-logs.CreateExportTask
2025-04-03 16:00:36,799 - DEBUG - Changing event name from docs.*.logs.CreateExportTask.complete-section to docs.*.cloudwatch-logs.CreateExportTask.complete-section
2025-04-03 16:00:36,799 - DEBUG - Changing event name from before-parameter-build.cloudsearchdomain.Search to before-parameter-build.cloudsearch-domain.Search
2025-04-03 16:00:36,800 - DEBUG - Changing event name from docs.*.cloudsearchdomain.Search.complete-section to docs.*.cloudsearch-domain.Search.complete-section
2025-04-03 16:00:36,839 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\endpoints.json
2025-04-03 16:00:36,849 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\sdk-default-configuration.json
2025-04-03 16:00:36,850 - DEBUG - Event choose-service-name: calling handler <function handle_service_name_alias at 0x000001D3311CE480>
2025-04-03 16:00:36,949 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.json.gz
2025-04-03 16:00:36,955 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\s3\2006-03-01\service-2.sdk-extras.json
2025-04-03 16:00:37,050 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\s3\2006-03-01\endpoint-rule-set-1.json.gz
2025-04-03 16:00:37,053 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\partitions.json
2025-04-03 16:00:37,054 - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_post at 0x000001D3310EC400>
2025-04-03 16:00:37,054 - DEBUG - Event creating-client-class.s3: calling handler <function lazy_call.<locals>._handler at 0x000001D331EFF060>
2025-04-03 16:00:37,096 - DEBUG - Event creating-client-class.s3: calling handler <function add_generate_presigned_url at 0x000001D3310EC180>
2025-04-03 16:00:37,096 - DEBUG - Looking for endpoint for s3 via: environment_service
2025-04-03 16:00:37,097 - DEBUG - Looking for endpoint for s3 via: environment_global
2025-04-03 16:00:37,097 - DEBUG - Looking for endpoint for s3 via: config_service
2025-04-03 16:00:37,097 - DEBUG - Looking for endpoint for s3 via: config_global
2025-04-03 16:00:37,097 - DEBUG - No configured endpoint found.
2025-04-03 16:00:37,098 - DEBUG - Setting s3 timeout as (60, 60)
2025-04-03 16:00:37,101 - DEBUG - Loading JSON file: C:\Users\keena\AppData\Local\Programs\Python\Python312\Lib\site-packages\botocore\data\_retry.json
2025-04-03 16:00:37,101 - DEBUG - Registering retry handlers for service: s3
2025-04-03 16:00:37,102 - DEBUG - Registering S3 region redirector handler
2025-04-03 16:00:37,102 - DEBUG - Registering S3Express Identity Resolver
2025-04-03 16:00:37,103 - INFO - S3Manager initialized for bucket militaria-images
2025-04-03 16:00:42,457 - INFO - Processing site: RUPTURED_DUCK
2025-04-03 16:00:42,457 - INFO - SITE PROCESSOR: Running with targetMatch = 1
2025-04-03 16:00:42,457 - DEBUG - SITE PROCESSOR: Debug: base_url: https://www.therupturedduck.com/
2025-04-03 16:00:42,457 - INFO - 
------------------------------------------------------------
                    NEW INSTANCE STARTED                    
------------------------------------------------------------
2025-04-03 16:00:42,458 - INFO - MILITARIA SITE        : RUPTURED_DUCK
2025-04-03 16:00:42,458 - INFO - PRODUCTS URL          : https://www.therupturedduck.com/
2025-04-03 16:00:42,458 - INFO - CYCLES RUN            : False
2025-04-03 16:00:42,458 - INFO - PRODUCTS PROCESSED    : 0
2025-04-03 16:00:42,458 - INFO - TIMESTAMP             : 2025-04-03 16:00:42.457091
2025-04-03 16:00:42,458 - DEBUG - SITE PROCESSOR: products_list_page loaded
2025-04-03 16:00:42,458 - INFO - SITE PROCESSOR: Current product page: https://www.therupturedduck.com/collections/recently-added-items?page=0
2025-04-03 16:00:42,459 - INFO - SITE PROCESSOR: Current page: 0
2025-04-03 16:00:42,461 - DEBUG - Starting new HTTPS connection (1): www.therupturedduck.com:443
2025-04-03 16:00:42,835 - DEBUG - https://www.therupturedduck.com:443 "GET /collections/recently-added-items?page=0 HTTP/1.1" 200 None
2025-04-03 16:00:42,891 - DEBUG - SITE PROCESSOR: products_list_page_soup loaded.
2025-04-03 16:00:42,893 - DEBUG - TILE PROCESSOR: Raw extracted URL: #MainContent
2025-04-03 16:00:42,893 - DEBUG - TILE PROCESSOR: Post-processed URL: https://www.therupturedduck.com#MainContent
2025-04-03 16:00:42,893 - INFO - TILE Extracted product URL: https://www.therupturedduck.com#MainContent
2025-04-03 16:00:42,894 - DEBUG - TILE PROCESSOR: Extracted text from tag → German WWII Early Luftwaffe Dress Belt and Buckle Set
2025-04-03 16:00:42,895 - DEBUG - TILE PROCESSOR: Raw extracted URL: #MainContent
